gene_symbol	disease_OMIM_ID
DAG	613818
DAG	616538
DAG1	613818
DAG1	616538
DAG2	608099
DAIPT	108145
DAIPT	114300
DAIPT	248700
DAIPT	617146
DAMOX	181500
DAN	616353
DAN	616371
DAO	181500
DAOA	181500
DAP12	221770
DAPLE	236600
DAPLE	616053
DAR	101900
DAR	124200
DARC	110700
DARC	611162
DARC	611862
DARS	615281
DARS2	611105
DASS	601216
DAT1	188890
DAT1	613135
DAX1	300018
DAX1	300200
DBA	105650
DBA1	105650
DBA10	613309
DBA11	614900
DBA12	615550
DBA13	615909
DBA14	300946
DBA15	606164
DBA16	617408
DBA17	617409
DBA2	2
DBA3	610629
DBA4	612527
DBA5	612528
DBA6	612561
DBA7	612562
DBA8	612563
DBA9	613308
DBCN	300067
DBH	223360
DBQD1	251450
DBQD2	264800
DBQD2	615777
DBS	222448
DBT	248600
DBX	300958
DCAF17	241080
DCAF8	610100
DCBXA	222730
DCBXA	615232
DCC	114500
DCC	133239
DCC	157600
DCDC2	610212
DCDC2	616217
DCDC2	617394
DCHS1	601390
DCHS1	607829
DCIP	612952
DCIP	614415
DCLRE1C	602450
DCLRE1C	603554
DCML	601626
DCML	614038
DCML	614172
DCML	614286
DCN	610048
DCOH	264070
DCP1	267430
DCP1	612624
DCP1	614519
DCPS	616459
DCS1	616459
DCT1	206100
DCTN1	105400
DCTN1	168605
DCTN1	607641
DCUA	145250
DCUA	611664
DCUA	616697
DCWHKTA	605676
DCWHKTA	607450
DCWHKTA	607655
DCWHKTA	609638
DCWHKTA	612908
DCWHKTA	615821
DCX	300067
DCXR	260800
DD2	614279
DD4	614279
DDB2	278740
DDC	608643
DDCH	300475
DDD1	131760
DDD1	131800
DDD1	131900
DDD1	131960
DDD1	179850
DDD1	601001
DDD1	609352
DDD2	615327
DDD3	3
DDD4	615696
DDD4	617232
DDH1	1
DDH2	2
DDH2	614279
DDHD1	609340
DDHD2	615033
DDIT3	613488
DDOST	614507
DDP	304700
DDP1	304700
DDPAC	168600
DDPAC	172700
DDPAC	260540
DDPAC	600274
DDPAC	601104
DDR2	271665
DDX11	613398
DDX3	300958
DDX3X	300958
DDX41	616871
DDX48	268305
DDX58	616298
DDX59	174300
DEAF1	615828
DEAF1	617171
DEC1	133239
DEC2	612975
DECRD	616034
DECTIN1	613108
DECTIN1	614079
DEDSSH	616901
DEFCAP	606579
DEFCAP	615255
DEFCAP	617388
DEHAL1	274800
DEL11p13	616902
DEL1q21.1	274000
DEL22q13.3	606232
DEL22q13.3	613950
DEL5q14.3	613443
DEL7q	7
DEL9p24.3	4
DEL9q34	610253
DELXq22.3	300914
DELYq11	1
DENND5A	617281
DENTS	300009
DENTS	300554
DENTS	308990
DENTS	310468
DEP1	114500
DEPDC5	604364
DERMO1	200110
DERMO1	209885
DERMO1	227260
DES	181400
DES	601419
DES	604765
DES	615325
DESSH	616708
DFFRX	300919
DFFRX	300968
DFFRY	415000
DFN1	304700
DFN2	300661
DFN2	301835
DFN2	304500
DFN2	311070
DFN3	304400
DFN4	3
DFNA1	124900
DFNA1	616632
DFNA10	601316
DFNA10	605362
DFNA11	276900
DFNA11	600060
DFNA11	601317
DFNA12	601543
DFNA12	603629
DFNA13	184840
DFNA13	215150
DFNA13	277610
DFNA13	601868
DFNA13	609706
DFNA13	614524
DFNA14	116400
DFNA14	125853
DFNA14	222300
DFNA14	600965
DFNA14	614296
DFNA16	16
DFNA17	153640
DFNA17	153650
DFNA17	155100
DFNA17	600208
DFNA17	603622
DFNA17	605249
DFNA18	18
DFNA20	604717
DFNA20	614583
DFNA21	21
DFNA22	606346
DFNA22	607821
DFNA23	605192
DFNA23	608389
DFNA24	24
DFNA25	605583
DFNA26	604717
DFNA26	614583
DFNA27	27
DFNA28	608641
DFNA28	616029
DFNA2A	600101
DFNA2B	133200
DFNA2B	220290
DFNA2B	612644
DFNA30	30
DFNA31	31
DFNA33	33
DFNA36	600974
DFNA36	606705
DFNA38	116400
DFNA38	125853
DFNA38	222300
DFNA38	600965
DFNA38	614296
DFNA39	125420
DFNA39	125490
DFNA39	125500
DFNA39	605594
DFNA3A	124500
DFNA3A	148210
DFNA3A	148350
DFNA3A	149200
DFNA3A	220290
DFNA3A	601544
DFNA3A	602540
DFNA3B	129500
DFNA3B	220290
DFNA3B	612643
DFNA3B	612645
DFNA40	616357
DFNA41	608224
DFNA42	52
DFNA43	43
DFNA44	607453
DFNA47	47
DFNA48	48
DFNA49	49
DFNA4A	600652
DFNA4A	614369
DFNA4B	614614
DFNA5	600994
DFNA50	613074
DFNA51	51
DFNA52	52
DFNA53	53
DFNA54	54
DFNA56	615629
DFNA58	58
DFNA59	59
DFNA6	116400
DFNA6	125853
DFNA6	222300
DFNA6	600965
DFNA6	614296
DFNA64	614152
DFNA65	220500
DFNA65	605021
DFNA65	614617
DFNA65	615338
DFNA65	616044
DFNA66	616969
DFNA68	616707
DFNA69	145250
DFNA69	611664
DFNA69	616697
DFNA7	7
DFNA70	616968
DFNA8	601543
DFNA8	603629
DFNA9	601369
DFNB10	601072
DFNB101	615837
DFNB102	615974
DFNB103	616042
DFNB104	616515
DFNB105	616958
DFNB11	600974
DFNB11	606705
DFNB13	13
DFNB14	14
DFNB15	601869
DFNB16	603720
DFNB17	17
DFNB18A	276904
DFNB18A	602092
DFNB18B	614945
DFNB1A	124500
DFNB1A	148210
DFNB1A	148350
DFNB1A	149200
DFNB1A	220290
DFNB1A	601544
DFNB1A	602540
DFNB1B	129500
DFNB1B	220290
DFNB1B	612643
DFNB1B	612645
DFNB2	276900
DFNB2	600060
DFNB2	601317
DFNB20	20
DFNB21	601543
DFNB21	603629
DFNB22	607039
DFNB23	601067
DFNB23	602083
DFNB23	609533
DFNB24	611022
DFNB26	26
DFNB27	27
DFNB29	614035
DFNB3	600316
DFNB30	607101
DFNB31	607084
DFNB31	611383
DFNB32	32
DFNB33	33
DFNB35	608565
DFNB37	606346
DFNB37	607821
DFNB38	38
DFNB39	608265
DFNB4	274600
DFNB4	600791
DFNB40	40
DFNB42	609646
DFNB44	610154
DFNB45	45
DFNB46	46
DFNB47	47
DFNB49	610153
DFNB5	5
DFNB51	51
DFNB53	184840
DFNB53	215150
DFNB53	277610
DFNB53	601868
DFNB53	609706
DFNB53	614524
DFNB55	55
DFNB59	610220
DFNB6	600971
DFNB61	613865
DFNB62	62
DFNB63	611451
DFNB65	65
DFNB66	610212
DFNB66	616217
DFNB66	617394
DFNB67	610265
DFNB68	610419
DFNB7	600974
DFNB7	606705
DFNB70	614932
DFNB70	614934
DFNB71	71
DFNB72	601869
DFNB74	613718
DFNB76	615540
DFNB77	613079
DFNB79	613307
DFNB8	601072
DFNB81	614129
DFNB82	604213
DFNB83	47
DFNB83	83
DFNB84A	613391
DFNB84B	614944
DFNB85	85
DFNB86	220500
DFNB86	605021
DFNB86	614617
DFNB86	615338
DFNB86	616044
DFNB88	615429
DFNB89	613641
DFNB89	613916
DFNB9	601071
DFNB91	613453
DFNB93	614899
DFNB95	601869
DFNB96	96
DFNB97	114550
DFNB97	605074
DFNB97	607278
DFNB97	616705
DFNB98	614861
DFNMYP	221200
DFNX1	300661
DFNX1	301835
DFNX1	304500
DFNX1	311070
DFNX2	304400
DFNX3	3
DFNX4	300066
DFNX5	300614
DFNX5	300816
DFNX5	310490
DFNX6	300914
DFNY1	1
DGAT1	615863
DGCR	187500
DGCR	188400
DGCR	192430
DGCR	217095
DGI1	125420
DGI1	125490
DGI1	125500
DGI1	605594
DGK	251880
DGK	617068
DGK	617070
DGKE	615008
DGPT	608093
DGPT	614750
DGS	187500
DGS	188400
DGS	192430
DGS	217095
DGU	608106
DGUOK	251880
DGUOK	617068
DGUOK	617070
DHAPAT	222765
DHC2	613091
DHCR24	602398
DHCR7	270400
DHDDS	613861
DHDPSL	613616
DHFR	613839
DHH	233420
DHH	607080
DHHC9	300799
DHMN2	158590
DHMN2	608673
DHMN2C	613376
DHODH	263750
DHOF	305600
DHP	222748
DHPR	261630
DHRD	126600
DHS	194380
DHS	616843
DHS2	616689
DHS6S1	136550
DHTKD1	204750
DHTKD1	615025
DHTR	176807
DHTR	300068
DHTR	300633
DHTR	312300
DHTR	313200
DI1	300539
DI1	304800
DIA	300511
DIA1	250800
DIA2	609129
DIABLO	614152
DIAPH1	124900
DIAPH1	616632
DIAPH2	300511
DIAPH3	609129
DIAR3	270420
DIAR5	613217
DIAR5	613244
DIAR6	614616
DIAR6	614665
DIAR7	615863
DIAR8	616868
DIBD1	263210
DIBD1	608776
DICER1	138800
DICER1	180295
DICER1	601200
DIH1	1
DIH2	2
DIH3	187500
DIH3	610187
DIH3	616067
DIK	263650
DILOS	617101
DIM1	608572
DIP1	615092
DIP2B	136630
DIR	300539
DIR	304800
DIRA	137215
DIRA	612628
DIRA	612852
DIRC2	144700
DIS3L2	267000
DISC1	181500
DISC1	604906
DISC2	181500
DJ1	606324
DJ4	603511
DJC6	615528
DK1	610768
DKC1	305000
DKCA1	127550
DKCA1	614743
DKCA2	601626
DKCA2	613989
DKCA2	614742
DKCA2	615134
DKCA3	268130
DKCA3	613990
DKCA4	615190
DKCA4	616373
DKCB1	224230
DKCB2	613987
DKCB3	613988
DKCB4	601626
DKCB4	613989
DKCB4	614742
DKCB4	615134
DKCB5	615190
DKCB5	616373
DKCB6	616353
DKCB6	616371
DKCX	305000
DL	129490
DL	224900
DL	612630
DLAT	245348
DLC1	114500
DLC1	133239
DLC1	211980
DLD	246900
DLDD	246900
DLEC1	133239
DLEC1	211980
DLEU8	610181
DLG3	300850
DLL3	277300
DLL4	616589
DLP1	614652
DLX2	600202
DLX3	104510
DLX3	190320
DLX4	616788
DLX5	220600
DLX7	616788
DLX8	616788
DM	160900
DM2	602668
DMAHP	610896
DMC	223800
DMC	607326
DMD	300376
DMD	302045
DMD	310200
DMDA1	253700
DMDA2	608099
DMGDH	605850
DMGDHD	605850
DMH	614653
DMH	615425
DMK	160900
DMP1	241520
DMP4	259775
DMPK	160900
DMRV	167250
DMRV	269921
DMRV	605820
DMRV	616437
DMRV	617145
DMRV	617158
DMSMFH	112250
DMT1	206100
DMT1	600795
DMT1	614696
DMXL2	616113
DNA2	615156
DNA2	615807
DNA2L	615156
DNA2L	615807
DNAAF1	613193
DNAAF3	606763
DNAH11	611884
DNAH5	608644
DNAHBL	611884
DNAHC11	611884
DNAI1	244400
DNAI2	612444
DNAJA5	617052
DNAJB13	617091
DNAJB2	614881
DNAJB6	603511
DNAJC12	617384
DNAJC19	610198
DNAJC21	617052
DNAJC3	616192
DNAJC5	162350
DNAJC5A	162350
DNAJC6	615528
DNAL1	614017
DNAL4	616059
DNASE1	152700
DNASE1L3	614420
DNC	607196
DNC	613710
DNCH2	613091
DNCL	158600
DNCL	614228
DNCL	614563
DNECL	158600
DNECL	614228
DNECL	614563
DNFA67	616340
DNL1	152700
DNM1	616346
DNM1L	614388
DNM2	160150
DNM2	606482
DNM2	615368
DNMT1	604121
DNMT1	614116
DNMT3A	615879
DNMT3B	242860
DNPK1	615966
DO	616060
DOC4	616736
DOCK2	616433
DOCK6	614219
DOCK7	615859
DOCK8	243700
DOK1	616060
DOK7	208150
DOK7	254300
DOLK	610768
DOOD	124480
DOOD	616455
DOORS	220500
DOORS	605021
DOORS	614617
DOORS	615338
DOORS	616044
DOR1	611182
DORV	187500
DORV	188400
DORV	192430
DORV	208530
DORV	217095
DORV	613854
DP1L1	617304
DP3	601214
DP3	611528
DPAGT1	608093
DPAGT1	614750
DPAGT2	608093
DPAGT2	614750
DPC4	139210
DPC4	174900
DPC4	175050
DPC4	260350
DPD	274270
DPD1	131300
DPD1	219700
DPDE3	606799
DPDE3	614613
DPH1	616901
DPH2L1	616901
DPM1	608799
DPM2	615042
DPM3	612937
DPP	125420
DPP	125490
DPP	125500
DPP	605594
DPP6	612956
DPP6	616311
DPY19L2	613958
DPYD	274270
DPYS	222748
DPZF	259050
DR11	614858
DR5	275355
DRA	214700
DRADA	127400
DRADA	615010
DRAM2	616502
DRC1	615294
DRCTNNB1A	610532
DRD1B	143465
DRD1B	606798
DRD1L2	143465
DRD1L2	606798
DRD3	181500
DRD3	190300
DRD4	143465
DRD4	601696
DRD5	143465
DRD5	606798
DRF3	609129
DRIP80	613668
DRP1	614388
DRP3	604169
DRPLA	125370
DRS2	616331
DRS3	616894
DRT	603688
DS	136880
DS	169150
DS	608133
DS	608161
DS	613105
DSC2	610476
DSC3	610476
DSC3	613102
DSC4	613102
DSE	615539
DSG1	148700
DSG1	615508
DSG2	610193
DSG2	612877
DSG4	607903
DSH	127400
DSH	615010
DSMA2	605726
DSMA2	614373
DSMA4	611067
DSMA4	615376
DSMA5	614881
DSP	605676
DSP	607450
DSP	607655
DSP	609638
DSP	612908
DSP	615821
DSPP	125420
DSPP	125490
DSPP	125500
DSPP	605594
DSRAD	127400
DSRAD	615010
DSS	118200
DSS	118220
DSS	118300
DSS	139393
DSS	145900
DSS	162500
DSS	180800
DSS	605253
DSS	607677
DSS	607736
DSS	607791
DST	614653
DST	615425
DSTYK	270750
DSTYK	610805
DTD	222600
DTD	226900
DTD	256050
DTD	600972
DTDP1	125400
DTDP2	125420
DTDP2	125490
DTDP2	125500
DTDP2	605594
DTDST	222600
DTDST	226900
DTDST	256050
DTDST	600972
DTGA3	187500
DTGA3	208530
DTGA3	217095
DTGA3	613854
DTNA	604169
DTNBP1	614076
DUH	1
DUH1	1
DUH2	2
DUH3	111600
DUH3	609153
DUH3	614497
DUH3	615402
DUO	608901
DUOX2	607200
DUOXA2	274900
DUP11q12	20
DUP15q	1
DUP17p13.3	3
DUP17q24.3	2
DUP22q13	615538
DUP7q36.3	16
DUP9q21.11	51
DUPC1	1
DUPLIN	615032
DURS1	1
DURS2	604356
DURS3	166300
DURS3	617041
DUS	1
DUSP6	615269
DUSTYPK	270750
DUSTYPK	610805
DVC1	616200
DVL1	616331
DVL3	616894
DVLP	614388
DXS1272E	300534
DXS128	300523
DXS1357E	300475
DXS423E	300590
DXS648	300847
DXS8237E	311900
DYLX2	600202
DYM	223800
DYM	607326
DYMPLE	614388
DYNC1H1	158600
DYNC1H1	614228
DYNC1H1	614563
DYNC2H1	613091
DYNC2LI1	617088
DYRK1A	614104
DYRK1B	615812
DYSF	253601
DYSF	254130
DYSF	606768
DYT1	128100
DYT10	128200
DYT10	602066
DYT10	605751
DYT11	159900
DYT12	128235
DYT12	601338
DYT12	614820
DYT16	612067
DYT18	601042
DYT18	606777
DYT18	608885
DYT18	612126
DYT18	614847
DYT2	224500
DYT21	21
DYT23	614860
DYT24	615034
DYT25	615073
DYT27	158810
DYT27	254090
DYT27	616411
DYT28	617284
DYT3	300966
DYT3	314250
DYT4	128101
DYT4	612438
DYT5	128230
DYT5	233910
DYT6	602629
DYT8	118800
DYT9	601042
DYT9	606777
DYT9	608885
DYT9	612126
DYT9	614847
DYTOABG	617282
DYX1	127700
DYX1	615482
DYX1C1	127700
DYX1C1	615482
DYX2	600202
DYXC1	127700
DYXC1	615482
E1B	248600
E2A	616941
E2IG1	158590
E2IG1	608673
EA1	160120
EA3	3
EA5	607682
EA5	613855
EA6	612656
EA7	7
EA8	8
EAAC1	222730
EAAC1	615232
EAAT1	612656
EAAT2	617105
EAC	132700
EAC	601606
EAC	605041
EAD	603034
EAG	135500
EAG	611816
EAR3	615722
EARS2	614924
EB2	616734
EBF3	617330
EBMD	121820
EBMD	121900
EBMD	122200
EBMD	602082
EBMD	607541
EBMD	608470
EBMD	608471
EBN1	121200
EBN1	613720
EBN2	121201
EBP	300960
EBP	302960
EBP50	612287
EBS1	131950
EBS1	226670
EBS1	612138
EBS1	613723
EBS1	616487
EBSB2	614653
EBSB2	615425
EBSMD	131950
EBSMD	226670
EBSMD	612138
EBSMD	613723
EBSMD	616487
EBSND	131950
EBSND	226670
EBSND	612138
EBSND	613723
EBSND	616487
EBSOG	131950
EBSOG	226670
EBSOG	612138
EBSOG	613723
EBSOG	616487
EBSPA	131950
EBSPA	226670
EBSPA	612138
EBSPA	613723
EBSPA	616487
EBSSH	617294
ECA1	1
ECA2	607628
ECA2	607681
ECA2	611277
ECA2	615651
ECA4	611136
ECA4	615744
ECA5	612269
ECA5	617113
ECA6	611942
ECA6	617027
ECAD	114480
ECAD	137215
ECAD	167000
ECAD	176807
ECAD	608089
ECAT1	614293
ECCL	101600
ECCL	123150
ECCL	147950
ECCL	166250
ECCL	190440
ECCL	613001
ECCL	615465
ECDM	602875
ECDM	615923
ECDM	616255
ECE1	145500
ECE1	613870
ECEL1	615065
ECGF1	603041
ECHOS1	601072
ECHS1	616277
ECHS1D	616277
ECK	116600
ECLZB	609536
ECLZB	615749
ECM1	247100
ECO	612651
ECTD1	305100
ECTD1	313500
ECTD10A	129490
ECTD10A	224900
ECTD10A	612630
ECTD10B	129490
ECTD10B	224900
ECTD10B	612630
ECTD11A	614940
ECTD11A	614941
ECTD11B	614940
ECTD11B	614941
ECTD12	617337
ECTD13	617392
ECTD2	129500
ECTD2	220290
ECTD2	612643
ECTD2	612645
ECTD3	106600
ECTD3	189500
ECTD3	608874
ECTD4	602032
ECTD9	614931
ECTDS	608641
ECTDS	616029
ECTOL1	102370
ECTOL1	129600
ECTOL1	154700
ECTOL1	184900
ECTOL1	604308
ECTOL1	608328
ECTOL1	614185
ECTOL1	616914
ECTOL2	225100
ECTOL2	225200
ECYT3	609070
ECYT3	609820
ECYT4	611783
ED1	305100
ED1	313500
ED3	129490
ED3	224900
ED3	612630
ED3	614940
ED3	614941
ED4	225060
EDA	305100
EDA	313500
EDA3	129490
EDA3	224900
EDA3	612630
EDA3	614940
EDA3	614941
EDAR	129490
EDAR	224900
EDAR	612630
EDARADD	614940
EDARADD	614941
EDC3	616460
EDG5	610419
EDH17B3	264300
EDICT	614303
EDM1	132400
EDM1	177170
EDM2	600204
EDM2	614284
EDM3	600969
EDM3	603932
EDM4	222600
EDM4	226900
EDM4	256050
EDM4	600972
EDM5	140600
EDM5	607078
EDM5	608728
EDM6	614134
EDM6	614135
EDMD	310300
EDMD4	610743
EDMD4	612998
EDMD5	612999
EDMD7	604400
EDMD7	614302
EDN1	612798
EDN1	615706
EDN3	209880
EDN3	613265
EDN3	613712
EDNRA	157300
EDNRA	616367
EDNRB	277580
EDNRB	600155
EDNRB	600501
EDR1	615414
EDS3	606408
EDS3	615963
EDS6	225400
EDSC	114000
EDSC	130000
EDSC	130060
EDSC	166200
EDSC	166210
EDSC	166220
EDSC	166710
EDSC	259420
EDSKMH	614557
EDSMC1	601776
EDSMC2	615539
EDSP2	271640
EDSP2	615349
EDSPD1	130080
EDSPD2	613783
EDSPD2	617174
EDSS1	613573
EDSS2	2
EDSSLA	130070
EEC3	103285
EEC3	106260
EEC3	129400
EEC3	603543
EEC3	604292
EEC3	605289
EEF1A2	616393
EEF1A2	616409
EEF2	609306
EEN	601626
EEOC	615369
EF2	609306
EF4	617065
EFE2	302060
EFEMP1	126600
EFEMP2	614437
EFG1	609060
EFHC1	254770
EFHC1	607631
EFMR	300088
EFNB1	304110
EFNL3	605375
EFTU	610678
EFTUD2	610536
EFVM	614546
EGBRS	100100
EGF	611718
EGFL4	614976
EGFR	211980
EGFR	616069
EGI11	607628
EGI11	615651
EGLN1	609070
EGLN1	609820
EGMA	607628
EGMA	615651
EGR2	145900
EGR2	605253
EGR2	607678
EHBP1	611868
EHHADH	615605
EHK	113800
EHK	144200
EHK	146590
EHK	600962
EHK	607602
EHK	607654
EHK	609165
EHLMRS	616577
EHMT1	610253
EIEE10	613402
EIEE10	616267
EIEE11	607745
EIEE11	613721
EIEE12	613722
EIEE13	614306
EIEE13	614558
EIEE13	617080
EIEE14	614959
EIEE14	615005
EIEE15	611090
EIEE15	615006
EIEE16	220500
EIEE16	605021
EIEE16	614617
EIEE16	615338
EIEE16	616044
EIEE17	615473
EIEE18	615476
EIEE19	611136
EIEE19	615744
EIEE2	300672
EIEE21	615833
EIEE23	615859
EIEE24	615871
EIEE25	615905
EIEE26	616056
EIEE27	613970
EIEE27	616139
EIEE28	133239
EIEE28	614322
EIEE28	616211
EIEE29	613287
EIEE29	616339
EIEE3	609304
EIEE30	616341
EIEE31	616346
EIEE32	616366
EIEE33	616393
EIEE33	616409
EIEE34	616645
EIEE34	616685
EIEE35	613850
EIEE35	616647
EIEE36	300884
EIEE37	616981
EIEE38	617020
EIEE39	612949
EIEE4	612164
EIEE40	617065
EIEE41	617105
EIEE42	108500
EIEE42	141500
EIEE42	183086
EIEE42	617106
EIEE43	612269
EIEE43	617113
EIEE44	617132
EIEE44	617133
EIEE45	617153
EIEE46	617162
EIEE47	617166
EIEE48	617276
EIEE49	617281
EIEE5	613477
EIEE50	616457
EIEE51	617339
EIEE52	604233
EIEE52	612838
EIEE52	615377
EIEE52	617350
EIEE53	615530
EIEE53	617389
EIEE54	617391
EIEE6	604403
EIEE6	607208
EIEE6	609634
EIEE7	121200
EIEE7	613720
EIEE8	300607
EIEE9	300088
EIF2AK3	226980
EIF2AK4	234810
EIF2B1	603896
EIF2B2	603896
EIF2B3	603896
EIF2B4	603896
EIF2B5	603896
EIF2BA	603896
EIF2G	300987
EIF2S3	300987
EIF4A3	268305
EIF4E	615091
EIF4EL1	615091
EIF4G	614251
EIF4G1	614251
EIG10	613060
EIG12	601042
EIG12	606777
EIG12	608885
EIG12	612126
EIG12	614847
EIG14	616645
EIG14	616685
EIG6	611942
EIG6	617027
EIG8	145980
EIG8	239200
EIG8	601198
EIG8	612899
EIG9	607682
EIG9	613855
EJA1	254770
EJA1	607631
EJM1	254770
EJM1	607631
EJM3	3
EJM4	4
EJM5	611136
EJM5	615744
EJM6	607682
EJM6	613855
EJM7	613060
EJM8	607628
EJM8	615651
EKB	602541
EKD1	128200
EKD1	602066
EKD1	605751
EKD2	2
EKLF	111150
EKLF	613566
EKLF	613673
EKVP	104100
EKVP	133200
EKVP	164200
EKVP	186100
EKVP	218400
EKVP	241550
EKVP	257850
EKVP	600309
EL1	611804
EL2	130600
EL2	266140
EL2	270970
EL3	616649
ELA2	162800
ELA2	202700
ELAC2	614731
ELAC2	615440
ELAM1	145500
ELANE	162800
ELANE	202700
ELMO2	606893
ELMOD3	615429
ELN	123700
ELN	185500
ELOVL4	133190
ELOVL4	600110
ELOVL4	614457
ELOVL5	615957
ELP2	617270
ELP4	617141
EM9	278730
EM9	601675
EM9	610756
EMAP	600348
EMAP2	260600
EMAPII	260600
EMAPL	600348
EMARDD	614399
EMC1	616875
EMD	310300
EMD2	115200
EMD2	151660
EMD2	159001
EMD2	176670
EMD2	181350
EMD2	212112
EMD2	248370
EMD2	275210
EMD2	605588
EMD2	610140
EMD2	613205
EMD2	616516
EMG1	211180
EML1	600348
EMP2	615861
EMPF1	614388
EMPF2	617086
EMR2	125630
EMSP1	204700
EMT	613011
EMTB	153550
EMX2	269160
ENAM	104500
ENAM	204650
END	187300
ENFL1	188890
ENFL1	600513
ENFL2	2
ENFL5	614959
ENFL5	615005
ENG	187300
ENO3	612932
ENPP1	125853
ENPP1	208000
ENPP1	601665
ENPP1	613312
ENPP1	615522
ENT3	602782
ENTK	226200
ENTPD1	615683
ENUR1	1
ENUR2	2
ENX2	614391
EOGT	615297
EOGT1	615297
EOMD	121050
EOMD	616118
EOMFC	600334
EOMFC	603689
EOMFC	604145
EOMFC	608807
EOMFC	611705
EOMFC	613765
EP300	114500
EP300	613684
EPAS1	611783
EPB3	110500
EPB3	112010
EPB3	112050
EPB3	166900
EPB3	179800
EPB3	185020
EPB3	601550
EPB3	601551
EPB3	611162
EPB3	611590
EPB3	612653
EPB41	611804
EPB41L1	614257
EPB42	612690
EPCAM	613217
EPCAM	613244
EPD	266100
EPG5	242840
EPHA2	116600
EPHB2	603688
EPHB4	617300
EPHT3	603688
EPHX1	189800
EPHX1	607748
EPHX2	143890
EPIP	610992
EPIP	616038
EPKHE	148700
EPKHE	615508
EPLG2	304110
EPM1	254800
EPM10	616640
EPM1A	254800
EPM1B	612437
EPM2	254780
EPM2A	254780
EPM2B	254780
EPM3	611726
EPM4	254900
EPM6	614018
EPM7	616187
EPM8	616230
EPM9	608709
EPM9	616540
EPMR	600143
EPMR	610003
EPO	612623
EPOR	133100
EPPK	113800
EPPK	144200
EPPK	146590
EPPK	600962
EPPK	607602
EPPK	607654
EPS8	615974
EPT	600512
EPV	225790
EPVB6D	617290
EPX	261500
EPXD	261500
ERAB	300220
ERAB	300438
ERBA1	614450
ERBA2	145650
ERBA2	188570
ERBA2	274300
ERBAL3	615722
ERBB2	137800
ERBB2	211980
ERBB2	613659
ERBB3	607598
ERBB4	615515
ERCC1	610758
ERCC2	278730
ERCC2	601675
ERCC2	610756
ERCC3	610651
ERCC3	616390
ERCC4	278760
ERCC4	610965
ERCC4	615272
ERCC5	278780
ERCC5	616570
ERCC6	133540
ERCC6	211980
ERCC6	214150
ERCC6	278800
ERCC6	600630
ERCC6	613761
ERCC6	616946
ERCC6L2	615715
ERCC8	216400
ERCC8	614621
ERED	122400
ERED	226650
ERF	600775
ERF	617180
ERG25	616834
ERG3	607330
ERGIC53	227300
ERIS	604928
ERK	603688
ERLIN1	615681
ERLIN2	611225
ERMAP	111620
ERMAP	111750
ERMARD	615544
ERV1	613076
ERVR	143200
ERYF1	190685
ERYF1	300367
ERYF1	300835
ERYF1	314050
ESA	612633
ESCO2	268300
ESCO2	269000
ESCS	268100
ESCS	611131
ESPN	609006
ESR	114480
ESR	157300
ESR	608446
ESR	615363
ESR1	114480
ESR1	157300
ESR1	608446
ESR1	615363
ESRL2	608565
ESRRB	608565
EST	211980
EST2	601626
EST2	613989
EST2	614742
EST2	615134
ESTRR	114480
ESTRR	157300
ESTRR	608446
ESTRR	615363
ETFA	231680
ETFB	231680
ETFDH	231680
ETHE1	602473
ETL1	129200
ETL1	136000
ETL1	600512
ETL2	2
ETL3	3
ETL4	4
ETL5	614417
ETL5	614418
ETL6	6
ETL7	257320
ETL7	616436
ETL8	616461
ETM	2
ETM1	181500
ETM1	190300
ETM2	2
ETM3	3
ETM4	608030
ETM4	614782
ETM5	616736
ETOLM	4
ETV6	601626
ETV6	616216
EUHMTASE1	610253
EV1	226400
EV2	226400
EVA	274600
EVA	600791
EVC	193530
EVC	225500
EVC2	193530
EVC2	225500
EVER1	226400
EVER2	226400
EVI1	616738
EVI9	617101
EVPLS	182170
EVPLS	616854
EVR1	133780
EVR2	305390
EVR2	310600
EVR3	3
EVR4	144750
EVR4	166710
EVR4	259770
EVR4	601813
EVR4	601884
EVR4	607634
EVR4	607636
EVR5	613310
EVR6	616468
EVR6	616469
EWS	612219
EWSR1	612219
EWWD	117800
EXOSC3	614678
EXOSC8	616081
EXPH5	615028
EXT1	133700
EXT1	215300
EXT2	133701
EXT2	616682
EXT3	3
EYA1	113650
EYA1	166780
EYA1	602588
EYA4	601316
EYA4	605362
EYCL3	203200
EYCL3	227220
EYS	602772
EZH1	277590
EZH2	277590
F10	227600
F11	612416
F12	234000
F12	610618
F13A	188050
F13A	608446
F13A	613225
F13A1	188050
F13A1	608446
F13A1	613225
F13B	613235
F18	300758
F2	188050
F2	601367
F2	613679
F2	614390
F37	133239
F5	188055
F5	227400
F5	600880
F5	601367
F5	614389
F5F8D	227300
F5F8D2	613625
F7	227500
F7	608446
F8	306700
F8C	306700
F8VWF	193400
F8VWF	277480
F8VWF	613554
F9	122700
F9	300807
F9	306900
FA	227650
FA1	227650
FA2H	612319
FAA	227650
FAA1	1
FAA2	2
FAA4	132900
FAAH	606581
FAAH	612319
FAAP90	300514
FAAP95	300514
FACA	227650
FACC	227645
FACD	227646
FACE	600901
FACE1	275210
FACE1	608612
FACL4	300387
FAD	227646
FADD	613759
FADS	208150
FADS	255100
FADS	616325
FADS	616326
FAH	276700
FAH1	612319
FALDH	270200
